example_id,format_pair,mean_distance_all_saved_vectors,mean_distance_late_vectors,failure_flip_example,all_correct,all_wrong,question_category,question_difficulty
178,html-markdown,0.07936053276062012,0.026194527745246887,0,1,0,Aggregation / Counting / Arithmetic,Easy
178,markdown-latex,0.05056866407394409,0.007983237504959106,0,1,0,Aggregation / Counting / Arithmetic,Easy
179,html-latex,0.07821840047836304,0.031041786074638367,0,1,0,Aggregation / Counting / Arithmetic,Easy
179,html-markdown,0.07845766544342041,0.02519175410270691,0,1,0,Aggregation / Counting / Arithmetic,Easy
179,markdown-latex,0.05166376233100891,0.011293396353721619,0,1,0,Aggregation / Counting / Arithmetic,Easy
180,html-latex,0.09566046297550201,0.04379741847515106,1,0,0,Aggregation / Counting / Arithmetic,Easy
180,html-markdown,0.11108753085136414,0.07040004432201385,1,0,0,Aggregation / Counting / Arithmetic,Easy
180,markdown-latex,0.07618318796157837,0.029477044939994812,1,0,0,Aggregation / Counting / Arithmetic,Easy
181,html-latex,0.05104474425315857,0.02449008822441101,0,0,1,Aggregation / Counting / Arithmetic,Easy
181,html-markdown,0.05112823247909546,0.020042166113853455,0,0,1,Aggregation / Counting / Arithmetic,Easy
181,markdown-latex,0.02290281653404236,0.009681493043899536,0,0,1,Aggregation / Counting / Arithmetic,Easy
182,html-latex,0.05388702750205994,0.0240507572889328,0,1,0,Aggregation / Counting / Arithmetic,Easy
182,html-markdown,0.055499452352523806,0.020047873258590698,0,1,0,Aggregation / Counting / Arithmetic,Easy
182,markdown-latex,0.027131497859954834,0.008739769458770752,0,1,0,Aggregation / Counting / Arithmetic,Easy
183,html-latex,0.05185609459877014,0.021367669105529785,0,1,0,Aggregation / Counting / Arithmetic,Easy
183,html-markdown,0.054035359621047975,0.0195491760969162,0,1,0,Aggregation / Counting / Arithmetic,Easy
183,markdown-latex,0.02226322889328003,0.007388129830360413,0,1,0,Aggregation / Counting / Arithmetic,Easy
184,html-latex,0.05747306942939758,0.03577430546283722,0,1,0,Aggregation / Counting / Arithmetic,Easy
184,html-markdown,0.0651999831199646,0.04495246708393097,0,1,0,Aggregation / Counting / Arithmetic,Easy
184,markdown-latex,0.024314481019973754,0.010503798723220825,0,1,0,Aggregation / Counting / Arithmetic,Easy
185,html-latex,0.1742622971534729,0.1901773288846016,0,1,0,Aggregation / Counting / Arithmetic,Easy
185,html-markdown,0.1740279883146286,0.18772689998149872,0,1,0,Aggregation / Counting / Arithmetic,Easy
185,markdown-latex,0.008229619264602661,0.007638752460479736,0,1,0,Aggregation / Counting / Arithmetic,Easy
186,html-latex,0.22612652480602263,0.21377995610237122,0,1,0,Aggregation / Counting / Arithmetic,Easy
186,html-markdown,0.07391758561134339,0.03500032424926758,0,1,0,Aggregation / Counting / Arithmetic,Easy
186,markdown-latex,0.20645492970943452,0.20922887325286865,0,1,0,Aggregation / Counting / Arithmetic,Easy
187,html-latex,0.07180246114730834,0.05231119692325592,1,0,0,Aggregation / Counting / Arithmetic,Easy
187,html-markdown,0.06973769664764404,0.03047877550125122,1,0,0,Aggregation / Counting / Arithmetic,Easy
187,markdown-latex,0.042204535007476805,0.019904792308807373,1,0,0,Aggregation / Counting / Arithmetic,Easy
188,html-latex,0.06296076774597167,0.02563205361366272,0,1,0,Aggregation / Counting / Arithmetic,Easy
188,html-markdown,0.0658858597278595,0.021267220377922058,0,1,0,Aggregation / Counting / Arithmetic,Easy
188,markdown-latex,0.035315752029418945,0.009752750396728516,0,1,0,Aggregation / Counting / Arithmetic,Easy
189,html-latex,0.05756506323814392,0.025362834334373474,0,1,0,Aggregation / Counting / Arithmetic,Easy
189,html-markdown,0.061012274026870726,0.02055858075618744,0,1,0,Aggregation / Counting / Arithmetic,Easy
189,markdown-latex,0.03797953724861145,0.009950980544090271,0,1,0,Aggregation / Counting / Arithmetic,Easy
190,html-latex,0.06820160746574402,0.04913106560707092,1,0,0,Aggregation / Counting / Arithmetic,Easy
190,html-markdown,0.07112677693367005,0.05034644901752472,1,0,0,Aggregation / Counting / Arithmetic,Easy
190,markdown-latex,0.03308360576629639,0.007800042629241943,1,0,0,Aggregation / Counting / Arithmetic,Easy
191,html-latex,0.04367223381996155,0.01859128475189209,0,0,1,Aggregation / Counting / Arithmetic,Easy
191,html-markdown,0.048052287101745604,0.02280285954475403,0,0,1,Aggregation / Counting / Arithmetic,Easy
191,markdown-latex,0.021540957689285278,0.009541034698486328,0,0,1,Aggregation / Counting / Arithmetic,Easy
192,html-latex,0.06018731594085693,0.023859739303588867,0,0,1,Aggregation / Counting / Arithmetic,Easy
192,html-markdown,0.0611689567565918,0.020879805088043213,0,0,1,Aggregation / Counting / Arithmetic,Easy
192,markdown-latex,0.03109591603279114,0.007053196430206299,0,0,1,Aggregation / Counting / Arithmetic,Easy
193,html-latex,0.056935572624206544,0.02489115297794342,0,0,1,Aggregation / Counting / Arithmetic,Easy
193,html-markdown,0.05970654487609863,0.02264466881752014,0,0,1,Aggregation / Counting / Arithmetic,Easy
193,markdown-latex,0.026469326019287108,0.011879518628120422,0,0,1,Aggregation / Counting / Arithmetic,Easy
194,html-latex,0.08293251395225525,0.03578667342662811,0,1,0,Aggregation / Counting / Arithmetic,Easy
194,html-markdown,0.07874982953071594,0.02544368803501129,0,1,0,Aggregation / Counting / Arithmetic,Easy
194,markdown-latex,0.0503619909286499,0.01397259533405304,0,1,0,Aggregation / Counting / Arithmetic,Easy
195,html-latex,0.07050453424453736,0.028247147798538208,0,1,0,Aggregation / Counting / Arithmetic,Easy
195,html-markdown,0.07229741811752319,0.02446068823337555,0,1,0,Aggregation / Counting / Arithmetic,Easy
195,markdown-latex,0.04241772294044495,0.01159021258354187,0,1,0,Aggregation / Counting / Arithmetic,Easy
196,html-latex,0.0583208441734314,0.027186021208763123,1,0,0,Aggregation / Counting / Arithmetic,Easy
196,html-markdown,0.06090399026870728,0.025318995118141174,1,0,0,Aggregation / Counting / Arithmetic,Easy
196,markdown-latex,0.027971959114074706,0.01060958206653595,1,0,0,Aggregation / Counting / Arithmetic,Easy
197,html-latex,0.055216044187545776,0.028599679470062256,1,0,0,Aggregation / Counting / Arithmetic,Easy
197,html-markdown,0.06875133514404297,0.05991780757904053,1,0,0,Aggregation / Counting / Arithmetic,Easy
197,markdown-latex,0.03954110741615295,0.04896043241024017,1,0,0,Aggregation / Counting / Arithmetic,Easy
198,html-latex,0.061260825395584105,0.022073164582252502,0,1,0,Aggregation / Counting / Arithmetic,Easy
198,html-markdown,0.06120035648345947,0.01852758228778839,0,1,0,Aggregation / Counting / Arithmetic,Easy
198,markdown-latex,0.03357197642326355,0.00641864538192749,0,1,0,Aggregation / Counting / Arithmetic,Easy
199,html-latex,0.07191191911697388,0.025700509548187256,0,1,0,Aggregation / Counting / Arithmetic,Easy
199,html-markdown,0.07396284937858581,0.02901764214038849,0,1,0,Aggregation / Counting / Arithmetic,Easy
199,markdown-latex,0.04681344628334046,0.010068163275718689,0,1,0,Aggregation / Counting / Arithmetic,Easy
200,html-latex,0.05061846375465393,0.021537110209465027,0,1,0,Comparison & Extremum,Easy
200,html-markdown,0.05370333790779114,0.019582003355026245,0,1,0,Comparison & Extremum,Easy
200,markdown-latex,0.02419743537902832,0.0069807469844818115,0,1,0,Comparison & Extremum,Easy
201,html-latex,0.2332765430212021,0.24900487810373306,0,1,0,Comparison & Extremum,Easy
201,html-markdown,0.22018290609121322,0.2208169884979725,0,1,0,Comparison & Extremum,Easy
201,markdown-latex,0.033066564798355104,0.030377522110939026,0,1,0,Comparison & Extremum,Easy
202,html-latex,0.06843643188476563,0.02627389132976532,0,1,0,Comparison & Extremum,Easy
202,html-markdown,0.06908313035964966,0.02217160165309906,0,1,0,Comparison & Extremum,Easy
202,markdown-latex,0.04062946438789368,0.009687826037406921,0,1,0,Comparison & Extremum,Easy
203,html-latex,0.07210392951965332,0.032869234681129456,0,1,0,Comparison & Extremum,Easy
203,html-markdown,0.07503230571746826,0.027861222624778748,0,1,0,Comparison & Extremum,Easy
203,markdown-latex,0.04807541966438293,0.013796687126159668,0,1,0,Comparison & Extremum,Easy
204,html-latex,0.06305934190750122,0.03155072033405304,0,1,0,Comparison & Extremum,Easy
204,html-markdown,0.06520839333534241,0.025959521532058716,0,1,0,Comparison & Extremum,Easy
204,markdown-latex,0.03954896330833435,0.009746983647346497,0,1,0,Comparison & Extremum,Easy
205,html-latex,0.07023146152496337,0.026593714952468872,0,0,1,Comparison & Extremum,Easy
205,html-markdown,0.07481668591499328,0.025406524538993835,0,0,1,Comparison & Extremum,Easy
205,markdown-latex,0.044845306873321535,0.010492369532585144,0,0,1,Comparison & Extremum,Easy
206,html-latex,0.05901225805282593,0.02533845603466034,0,1,0,Comparison & Extremum,Easy
206,html-markdown,0.06316837072372436,0.02497057616710663,0,1,0,Comparison & Extremum,Easy
206,markdown-latex,0.029669374227523804,0.008016526699066162,0,1,0,Comparison & Extremum,Easy
207,html-latex,0.07894231081008911,0.047147855162620544,0,1,0,Comparison & Extremum,Easy
207,html-markdown,0.07196776866912842,0.02506887912750244,0,1,0,Comparison & Extremum,Easy
207,markdown-latex,0.04098629951477051,0.016385644674301147,0,1,0,Comparison & Extremum,Easy
208,html-latex,0.07761809825897217,0.03549909591674805,0,0,1,Comparison & Extremum,Easy
208,html-markdown,0.07935388088226318,0.04328320920467377,0,0,1,Comparison & Extremum,Easy
208,markdown-latex,0.046183151006698606,0.013089805841445923,0,0,1,Comparison & Extremum,Easy
209,html-latex,0.06751688122749329,0.024695977568626404,0,1,0,Comparison & Extremum,Easy
209,html-markdown,0.06917938590049744,0.02230750024318695,0,1,0,Comparison & Extremum,Easy
209,markdown-latex,0.04557123184204102,0.009502440690994263,0,1,0,Comparison & Extremum,Easy
210,html-latex,0.05339723825454712,0.024087488651275635,0,0,1,Comparison & Extremum,Easy
210,html-markdown,0.05661510825157166,0.020895913243293762,0,0,1,Comparison & Extremum,Easy
210,markdown-latex,0.0265763521194458,0.009120047092437744,0,0,1,Comparison & Extremum,Easy
211,html-latex,0.21956449449062349,0.23540367186069489,0,1,0,Comparison & Extremum,Easy
211,html-markdown,0.2165361762046814,0.2264735996723175,0,1,0,Comparison & Extremum,Easy
211,markdown-latex,0.018463134765625,0.0048223137855529785,0,1,0,Comparison & Extremum,Easy
212,html-latex,0.05131427645683288,0.022751912474632263,0,1,0,Comparison & Extremum,Easy
212,html-markdown,0.05471585392951965,0.019183769822120667,0,1,0,Comparison & Extremum,Easy
212,markdown-latex,0.02563389539718628,0.009012296795845032,0,1,0,Comparison & Extremum,Easy
213,html-latex,0.030458706617355346,0.019977405667304993,1,0,0,Comparison & Extremum,Easy
213,html-markdown,0.032839125394821166,0.017408519983291626,1,0,0,Comparison & Extremum,Easy
213,markdown-latex,0.01203487515449524,0.006911531090736389,1,0,0,Comparison & Extremum,Easy
214,html-latex,0.05735082626342773,0.029112696647644043,0,1,0,Comparison & Extremum,Easy
214,html-markdown,0.21480151116847992,0.2046276479959488,0,1,0,Comparison & Extremum,Easy
214,markdown-latex,0.19381820857524873,0.20534735918045044,0,1,0,Comparison & Extremum,Easy
215,html-latex,0.0694430947303772,0.02812837064266205,0,1,0,Comparison & Extremum,Easy
215,html-markdown,0.07294238805770874,0.026326343417167664,0,1,0,Comparison & Extremum,Easy
215,markdown-latex,0.04340745210647583,0.011829912662506104,0,1,0,Comparison & Extremum,Easy
216,html-latex,0.2331176996231079,0.21695177257061005,0,1,0,Comparison & Extremum,Easy
216,html-markdown,0.23360179662704467,0.21176918596029282,0,1,0,Comparison & Extremum,Easy
216,markdown-latex,0.04313278794288635,0.008324921131134033,0,1,0,Comparison & Extremum,Easy
217,html-latex,0.05806690454483032,0.02253897488117218,0,1,0,Comparison & Extremum,Easy
217,html-markdown,0.05924405455589295,0.018865972757339478,0,1,0,Comparison & Extremum,Easy
217,markdown-latex,0.02963920831680298,0.006659284234046936,0,1,0,Comparison & Extremum,Easy
218,html-latex,0.04925506114959717,0.022009670734405518,1,0,0,Comparison & Extremum,Easy
218,html-markdown,0.051294177770614624,0.02264408767223358,1,0,0,Comparison & Extremum,Easy
218,markdown-latex,0.01972576379776001,0.008153647184371948,1,0,0,Comparison & Extremum,Easy
219,html-latex,0.03638816475868225,0.01471620798110962,0,1,0,Comparison & Extremum,Easy
219,html-markdown,0.04019066095352173,0.015486404299736023,0,1,0,Comparison & Extremum,Easy
219,markdown-latex,0.016583311557769775,0.005023986101150513,0,1,0,Comparison & Extremum,Easy
220,html-latex,0.03221489787101746,0.02320083975791931,0,1,0,Comparison & Extremum,Easy
220,html-markdown,0.036025458574295045,0.024942710995674133,0,1,0,Comparison & Extremum,Easy
220,markdown-latex,0.016434180736541747,0.01007087528705597,0,1,0,Comparison & Extremum,Easy
221,html-latex,0.06824145317077637,0.0270872563123703,0,1,0,Comparison & Extremum,Easy
221,html-markdown,0.06941425204277038,0.02173762023448944,0,1,0,Comparison & Extremum,Easy
221,markdown-latex,0.03924232125282288,0.009568214416503906,0,1,0,Comparison & Extremum,Easy
222,html-latex,0.19445573538541794,0.15294413268566132,1,0,0,Comparison & Extremum,Easy
222,html-markdown,0.192457115650177,0.144114151597023,1,0,0,Comparison & Extremum,Easy
222,markdown-latex,0.027824288606643675,0.01022656261920929,1,0,0,Comparison & Extremum,Easy
223,html-latex,0.07260632514953613,0.033183664083480835,0,1,0,Comparison & Extremum,Easy
223,html-markdown,0.07425473928451538,0.029206618666648865,0,1,0,Comparison & Extremum,Easy
223,markdown-latex,0.04056360721588135,0.011992529034614563,0,1,0,Comparison & Extremum,Easy
224,html-latex,0.21060779690742493,0.1657862365245819,0,1,0,Comparison & Extremum,Easy
224,html-markdown,0.06929885745048522,0.02088695764541626,0,1,0,Comparison & Extremum,Easy
224,markdown-latex,0.17819953560829163,0.15074284374713898,0,1,0,Comparison & Extremum,Easy
225,html-latex,0.07962899208068848,0.0361090749502182,1,0,0,Comparison & Extremum,Easy
225,html-markdown,0.08349739909172058,0.03740842640399933,1,0,0,Comparison & Extremum,Easy
225,markdown-latex,0.05271782875061035,0.011496424674987793,1,0,0,Comparison & Extremum,Easy
226,html-latex,0.07822104096412659,0.026368945837020874,0,1,0,Comparison & Extremum,Easy
226,html-markdown,0.08230605721473694,0.02402414381504059,0,1,0,Comparison & Extremum,Easy
226,markdown-latex,0.056945163011550906,0.014415204524993896,0,1,0,Comparison & Extremum,Easy
227,html-latex,0.044481301307678224,0.02507595717906952,0,1,0,Comparison & Extremum,Easy
227,html-markdown,0.04558538794517517,0.019471123814582825,0,1,0,Comparison & Extremum,Easy
227,markdown-latex,0.01849215030670166,0.004797503352165222,0,1,0,Comparison & Extremum,Easy
228,html-latex,0.06257013082504273,0.0258607417345047,0,1,0,Comparison & Extremum,Easy
228,html-markdown,0.06466829776763916,0.02205599844455719,0,1,0,Comparison & Extremum,Easy
228,markdown-latex,0.02973824143409729,0.00769495964050293,0,1,0,Comparison & Extremum,Easy
229,html-latex,0.056215924024581906,0.022762909531593323,0,1,0,Comparison & Extremum,Easy
229,html-markdown,0.05751616358757019,0.01987287402153015,0,1,0,Comparison & Extremum,Easy
229,markdown-latex,0.025877469778060914,0.007274255156517029,0,1,0,Comparison & Extremum,Easy
230,html-latex,0.058774513006210324,0.025192245841026306,0,1,0,Comparison & Extremum,Easy
230,html-markdown,0.06225132942199707,0.025094136595726013,0,1,0,Comparison & Extremum,Easy
230,markdown-latex,0.029278141260147095,0.008025690913200378,0,1,0,Comparison & Extremum,Easy
231,html-latex,0.06516693830490113,0.02698548138141632,0,1,0,Comparison & Extremum,Easy
231,html-markdown,0.06456599831581115,0.023981094360351562,0,1,0,Comparison & Extremum,Easy
231,markdown-latex,0.03189482688903809,0.006096288561820984,0,1,0,Comparison & Extremum,Easy
232,html-latex,0.05908065438270569,0.02892237901687622,0,1,0,Comparison & Extremum,Easy
232,html-markdown,0.05924867391586304,0.020068123936653137,0,1,0,Comparison & Extremum,Easy
232,markdown-latex,0.029085636138916016,0.010237514972686768,0,1,0,Comparison & Extremum,Easy
233,html-latex,0.06995606422424316,0.02612629532814026,0,1,0,Comparison & Extremum,Easy
233,html-markdown,0.06891745924949647,0.024094775319099426,0,1,0,Comparison & Extremum,Easy
233,markdown-latex,0.03551642894744873,0.006184428930282593,0,1,0,Comparison & Extremum,Easy
234,html-latex,0.06990625262260437,0.028535306453704834,0,1,0,Comparison & Extremum,Easy
234,html-markdown,0.07451428771018982,0.02638678252696991,0,1,0,Comparison & Extremum,Easy
234,markdown-latex,0.044737571477890016,0.012239128351211548,0,1,0,Comparison & Extremum,Easy
235,html-latex,0.20320968925952912,0.1936279535293579,0,1,0,Comparison & Extremum,Easy
235,html-markdown,0.20592918992042542,0.19243865460157394,0,1,0,Comparison & Extremum,Easy
235,markdown-latex,0.021372520923614503,0.006589487195014954,0,1,0,Comparison & Extremum,Easy
236,html-latex,0.21892349123954774,0.17732097953557968,0,1,0,Comparison & Extremum,Easy
236,html-markdown,0.22139330506324767,0.17734301090240479,0,1,0,Comparison & Extremum,Easy
236,markdown-latex,0.05121139287948608,0.010287880897521973,0,1,0,Comparison & Extremum,Easy
237,html-latex,0.07510043382644653,0.025920331478118896,0,1,0,Comparison & Extremum,Easy
237,html-markdown,0.07342969179153443,0.02117536962032318,0,1,0,Comparison & Extremum,Easy
237,markdown-latex,0.046183282136917116,0.006740346550941467,0,1,0,Comparison & Extremum,Easy
238,html-latex,0.06113089323043823,0.024814918637275696,1,0,0,Comparison & Extremum,Easy
238,html-markdown,0.06329641938209533,0.021009713411331177,1,0,0,Comparison & Extremum,Easy
238,markdown-latex,0.029710876941680908,0.007405072450637817,1,0,0,Comparison & Extremum,Easy
239,html-latex,0.19475135803222657,0.16295216232538223,0,1,0,Comparison & Extremum,Easy
239,html-markdown,0.054998385906219485,0.022701293230056763,0,1,0,Comparison & Extremum,Easy
239,markdown-latex,0.15662138760089875,0.1407819166779518,0,1,0,Comparison & Extremum,Easy
240,html-latex,0.05079848766326904,0.022353321313858032,0,1,0,Comparison & Extremum,Easy
240,html-markdown,0.05085172653198242,0.01805223524570465,0,1,0,Comparison & Extremum,Easy
240,markdown-latex,0.020972204208374024,0.004927158355712891,0,1,0,Comparison & Extremum,Easy
241,html-latex,0.047754698991775514,0.021935537457466125,0,1,0,Comparison & Extremum,Easy
241,html-markdown,0.051309609413146974,0.02002646028995514,0,1,0,Comparison & Extremum,Easy
241,markdown-latex,0.022350382804870606,0.00838424265384674,0,1,0,Comparison & Extremum,Easy
242,html-latex,0.07248563766479492,0.034184008836746216,1,0,0,Comparison & Extremum,Easy
242,html-markdown,0.071311354637146,0.03202936053276062,1,0,0,Comparison & Extremum,Easy
242,markdown-latex,0.0404127836227417,0.009446695446968079,1,0,0,Comparison & Extremum,Easy
243,html-latex,0.07833783030509948,0.026207640767097473,0,1,0,Comparison & Extremum,Easy
243,html-markdown,0.0762303650379181,0.021878883242607117,0,1,0,Comparison & Extremum,Easy
243,markdown-latex,0.04848818182945251,0.006608366966247559,0,1,0,Comparison & Extremum,Easy
244,html-latex,0.05423049926757813,0.02081821858882904,0,1,0,Comparison & Extremum,Easy
244,html-markdown,0.05902143120765686,0.01902124285697937,0,1,0,Comparison & Extremum,Easy
244,markdown-latex,0.030946636199951173,0.009157419204711914,0,1,0,Comparison & Extremum,Easy
245,html-latex,0.08817535042762756,0.058532074093818665,1,0,0,Comparison & Extremum,Easy
245,html-markdown,0.08112812042236328,0.04176416993141174,1,0,0,Comparison & Extremum,Easy
245,markdown-latex,0.04997345805168152,0.012785166501998901,1,0,0,Comparison & Extremum,Easy
246,html-latex,0.05841870307922363,0.03065045177936554,1,0,0,Comparison & Extremum,Easy
246,html-markdown,0.05971570014953613,0.02599780261516571,1,0,0,Comparison & Extremum,Easy
246,markdown-latex,0.026074689626693726,0.00681556761264801,1,0,0,Comparison & Extremum,Easy
247,html-latex,0.07510735988616943,0.039779871702194214,1,0,0,Comparison & Extremum,Easy
247,html-markdown,0.06745784878730773,0.02158854901790619,1,0,0,Comparison & Extremum,Easy
247,markdown-latex,0.04997427463531494,0.03049035370349884,1,0,0,Comparison & Extremum,Easy
248,html-latex,0.0714380145072937,0.030684694647789,0,1,0,Comparison & Extremum,Easy
248,html-markdown,0.07473881840705872,0.027474388480186462,0,1,0,Comparison & Extremum,Easy
248,markdown-latex,0.04177811145782471,0.012069091200828552,0,1,0,Comparison & Extremum,Easy
249,html-latex,0.23505532145500183,0.2308049239218235,0,1,0,Comparison & Extremum,Easy
249,html-markdown,0.2306084394454956,0.2170884683728218,0,1,0,Comparison & Extremum,Easy
249,markdown-latex,0.03725545406341553,0.00792306661605835,0,1,0,Comparison & Extremum,Easy
250,html-latex,0.08214391767978668,0.02647876739501953,0,0,1,Single-step Binary Verification,Easy
250,html-markdown,0.07606933712959289,0.021716013550758362,0,0,1,Single-step Binary Verification,Easy
250,markdown-latex,0.054352617263793944,0.00437985360622406,0,0,1,Single-step Binary Verification,Easy
251,html-latex,0.04610744714736938,0.023399829864501953,0,0,1,Single-step Binary Verification,Easy
251,html-markdown,0.048783332109451294,0.019716545939445496,0,0,1,Single-step Binary Verification,Easy
251,markdown-latex,0.02277483344078064,0.009512260556221008,0,0,1,Single-step Binary Verification,Easy
252,html-latex,0.057077831029891966,0.02296718955039978,0,0,1,Single-step Binary Verification,Easy
252,html-markdown,0.056395435333251955,0.018044263124465942,0,0,1,Single-step Binary Verification,Easy
252,markdown-latex,0.02309334874153137,0.004408717155456543,0,0,1,Single-step Binary Verification,Easy
253,html-latex,0.053392219543457034,0.02159370481967926,0,0,1,Multi-hop Binary Verification,Easy
253,html-markdown,0.05578685998916626,0.01808321475982666,0,0,1,Multi-hop Binary Verification,Easy
253,markdown-latex,0.027681124210357667,0.00714603066444397,0,0,1,Multi-hop Binary Verification,Easy
254,html-latex,0.0756590187549591,0.025912776589393616,0,0,1,Single-step Binary Verification,Easy
254,html-markdown,0.07379823923110962,0.021931961178779602,0,0,1,Single-step Binary Verification,Easy
254,markdown-latex,0.04208177328109741,0.005277261137962341,0,0,1,Single-step Binary Verification,Easy
255,html-latex,0.04275041222572327,0.023676961660385132,0,0,1,Single-step Binary Verification,Easy
255,html-markdown,0.04697093367576599,0.022854968905448914,0,0,1,Single-step Binary Verification,Easy
255,markdown-latex,0.01773480772972107,0.007207691669464111,0,0,1,Single-step Binary Verification,Easy
256,html-latex,0.04736101031303406,0.018025994300842285,0,0,1,Single-step Binary Verification,Easy
256,html-markdown,0.050802862644195555,0.017936959862709045,0,0,1,Single-step Binary Verification,Easy
256,markdown-latex,0.022953951358795167,0.006614938378334045,0,0,1,Single-step Binary Verification,Easy
257,html-latex,0.06414889097213745,0.04659995436668396,0,0,1,Single-step Binary Verification,Easy
257,html-markdown,0.06594232320785523,0.04005327820777893,0,0,1,Single-step Binary Verification,Easy
257,markdown-latex,0.031168466806411742,0.01118554174900055,0,0,1,Single-step Binary Verification,Easy
258,html-latex,0.23529430478811264,0.20118362456560135,0,0,1,Multi-hop Binary Verification,Easy
258,html-markdown,0.22754009664058686,0.1803571581840515,0,0,1,Multi-hop Binary Verification,Easy
258,markdown-latex,0.06309367418289184,0.03985932469367981,0,0,1,Multi-hop Binary Verification,Easy
259,html-latex,0.05286028385162354,0.022870749235153198,0,0,1,Single-step Binary Verification,Easy
259,html-markdown,0.07159237265586853,0.06543649733066559,0,0,1,Single-step Binary Verification,Easy
259,markdown-latex,0.038627099990844724,0.05143164098262787,0,0,1,Single-step Binary Verification,Easy
260,html-latex,0.06214601993560791,0.022280946373939514,0,0,1,Multi-hop Binary Verification,Easy
260,html-markdown,0.060958492755889895,0.020975887775421143,0,0,1,Multi-hop Binary Verification,Easy
260,markdown-latex,0.034288161993026735,0.008255243301391602,0,0,1,Multi-hop Binary Verification,Easy
261,html-latex,0.05982160568237305,0.02910996973514557,1,0,0,Single-step Binary Verification,Easy
261,html-markdown,0.0589663565158844,0.025664016604423523,1,0,0,Single-step Binary Verification,Easy
261,markdown-latex,0.027201074361801147,0.011222556233406067,1,0,0,Single-step Binary Verification,Easy
262,html-latex,0.08150177001953125,0.037704065442085266,0,0,1,Single-step Binary Verification,Easy
262,html-markdown,0.07868195176124573,0.03650893270969391,0,0,1,Single-step Binary Verification,Easy
262,markdown-latex,0.05180110335350037,0.009122073650360107,0,0,1,Single-step Binary Verification,Easy
263,html-latex,0.059142351150512695,0.02616390585899353,0,0,1,Single-step Binary Verification,Easy
263,html-markdown,0.060677117109298705,0.02392631769180298,0,0,1,Single-step Binary Verification,Easy
263,markdown-latex,0.024700379371643065,0.0059686750173568726,0,0,1,Single-step Binary Verification,Easy
264,html-latex,0.02036588788032532,0.013425663113594055,0,1,0,Single-step Binary Verification,Easy
264,html-markdown,0.02286074757575989,0.008960917592048645,0,1,0,Single-step Binary Verification,Easy
264,markdown-latex,0.012828993797302245,0.004654303193092346,0,1,0,Single-step Binary Verification,Easy
265,html-latex,0.05261719226837158,0.03463087975978851,1,0,0,Single-step Binary Verification,Easy
265,html-markdown,0.051406079530715944,0.030363380908966064,1,0,0,Single-step Binary Verification,Easy
265,markdown-latex,0.0198428213596344,0.008255556225776672,1,0,0,Single-step Binary Verification,Easy
266,html-latex,0.03263087868690491,0.02370019257068634,0,1,0,Single-step Binary Verification,Easy
266,html-markdown,0.03053852915763855,0.01610228419303894,0,1,0,Single-step Binary Verification,Easy
266,markdown-latex,0.013099753856658935,0.006393224000930786,0,1,0,Single-step Binary Verification,Easy
267,html-latex,0.060316306352615354,0.02368311583995819,0,0,1,Single-step Binary Verification,Easy
267,html-markdown,0.05987097024917602,0.020933449268341064,0,0,1,Single-step Binary Verification,Easy
267,markdown-latex,0.023079496622085572,0.004744440317153931,0,0,1,Single-step Binary Verification,Easy
268,html-latex,0.04258800745010376,0.02016054093837738,1,0,0,Single-step Binary Verification,Easy
268,html-markdown,0.04468439221382141,0.01847723126411438,1,0,0,Single-step Binary Verification,Easy
268,markdown-latex,0.014869439601898193,0.0048752278089523315,1,0,0,Single-step Binary Verification,Easy
269,html-latex,0.06243916153907776,0.02611178159713745,0,0,1,Single-step Binary Verification,Easy
269,html-markdown,0.06321961283683777,0.019924461841583252,0,0,1,Single-step Binary Verification,Easy
269,markdown-latex,0.03879188895225525,0.009851321578025818,0,0,1,Single-step Binary Verification,Easy
270,html-latex,0.0879394143819809,0.031776174902915955,0,0,1,Single-step Binary Verification,Easy
270,html-markdown,0.08826154470443726,0.03027363121509552,0,0,1,Single-step Binary Verification,Easy
270,markdown-latex,0.06334351301193238,0.008375465869903564,0,0,1,Single-step Binary Verification,Easy
271,html-latex,0.067437082529068,0.025827482342720032,0,0,1,Single-step Binary Verification,Easy
271,html-markdown,0.07049537301063538,0.022079914808273315,0,0,1,Single-step Binary Verification,Easy
271,markdown-latex,0.04333083033561706,0.009936854243278503,0,0,1,Single-step Binary Verification,Easy
272,html-latex,0.05523144006729126,0.027814790606498718,0,0,1,Single-step Binary Verification,Easy
272,html-markdown,0.05442588329315186,0.02288120985031128,0,0,1,Single-step Binary Verification,Easy
272,markdown-latex,0.024103671312332153,0.007896706461906433,0,0,1,Single-step Binary Verification,Easy
273,html-latex,0.059059137105941774,0.03299303352832794,0,0,1,Single-step Binary Verification,Easy
273,html-markdown,0.06088927388191223,0.025000691413879395,0,0,1,Single-step Binary Verification,Easy
273,markdown-latex,0.033571267127990724,0.01396767795085907,0,0,1,Single-step Binary Verification,Easy
274,html-latex,0.04857547283172607,0.024627000093460083,1,0,0,Single-step Binary Verification,Easy
274,html-markdown,0.05242927074432373,0.024423643946647644,1,0,0,Single-step Binary Verification,Easy
274,markdown-latex,0.02547222375869751,0.007749453186988831,1,0,0,Single-step Binary Verification,Easy
275,html-latex,0.05517522096633911,0.028150424361228943,0,0,1,Single-step Binary Verification,Easy
